EVENT_LOG | OS-Level Chat Server | 2026-04-16 01:54:41
----------------------------------------------------------------
LINE  TIMESTAMP_MS   EVENT              TID    ROOM   SEM    MSGS   DETAIL
300        6256.433  RELEASED_LOCK      tid=2   room=B  sem=-1   msgs=0    Jack
301        6256.433  MSG_BROADCAST      tid=2   room=B  sem=49   msgs=7    Jack
302        6256.433  SEM_POST           tid=2   room=-  sem=50   msgs=7    Jack
303        6328.934  SEM_BLOCK          tid=7   room=-  sem=50   msgs=0    about to wait
304        6328.935  SEM_WAIT           tid=7   room=-  sem=49   msgs=0    ADMITTED
305        6328.936  ACQUIRED_LOCK      tid=7   room=C  sem=-1   msgs=0    Karen
306        6328.936  RELEASED_LOCK      tid=7   room=C  sem=-1   msgs=0    Karen
307        6328.937  MSG_BROADCAST      tid=7   room=C  sem=49   msgs=7    Karen
308        6328.937  SEM_POST           tid=7   room=-  sem=50   msgs=7    Karen
309        6402.209  SEM_BLOCK          tid=4   room=-  sem=50   msgs=0    about to wait
310        6402.211  SEM_WAIT           tid=4   room=-  sem=49   msgs=0    ADMITTED
311        6402.211  ACQUIRED_LOCK      tid=4   room=A  sem=-1   msgs=0    Leo
312        6402.212  RELEASED_LOCK      tid=4   room=A  sem=-1   msgs=0    Leo
313        6402.212  MSG_BROADCAST      tid=4   room=A  sem=49   msgs=7    Leo
314        6402.212  SEM_POST           tid=4   room=-  sem=50   msgs=7    Leo
315        6475.337  SEM_BLOCK          tid=6   room=-  sem=50   msgs=0    about to wait
316        6475.339  SEM_WAIT           tid=6   room=-  sem=49   msgs=0    ADMITTED
317        6475.339  ACQUIRED_LOCK      tid=6   room=B  sem=-1   msgs=0    Mia
318        6475.340  RELEASED_LOCK      tid=6   room=B  sem=-1   msgs=0    Mia
