EVENT_LOG | OS-Level Chat Server | 2026-04-22 22:11:32
----------------------------------------------------------------
LINE  TIMESTAMP_MS   EVENT              TID    ROOM   SEM    MSGS   DETAIL
247        6775.681  PRIVATE_MSG        tid=2   room=-  sem=-1   msgs=0    T2->T1 Alice
248        6775.705  PRIVATE_MSG        tid=0   room=P  sem=49   msgs=6    Alice
249        6775.706  SEM_POST           tid=0   room=-  sem=50   msgs=6    Alice
250        6821.760  SEM_BLOCK          tid=1   room=-  sem=50   msgs=0    about to wait
251        6821.763  SEM_WAIT           tid=1   room=-  sem=49   msgs=0    ADMITTED
252        6821.764  ACQUIRED_LOCK      tid=1   room=C  sem=-1   msgs=0    Bob
253        6821.765  RELEASED_LOCK      tid=1   room=C  sem=-1   msgs=0    Bob
254        6821.765  MSG_BROADCAST      tid=1   room=C  sem=49   msgs=6    Bob
255        6821.765  SEM_POST           tid=1   room=-  sem=50   msgs=6    Bob
256        6867.867  SEM_BLOCK          tid=2   room=-  sem=50   msgs=0    about to wait
257        6867.871  SEM_WAIT           tid=2   room=-  sem=49   msgs=0    ADMITTED
258        6867.871  ACQUIRED_LOCK      tid=2   room=A  sem=-1   msgs=0    Charlie
259        6867.873  RELEASED_LOCK      tid=2   room=A  sem=-1   msgs=0    Charlie
260        6867.873  MSG_BROADCAST      tid=2   room=A  sem=49   msgs=6    Charlie
261        6867.873  SEM_POST           tid=2   room=-  sem=50   msgs=6    Charlie
262        6914.047  SEM_BLOCK          tid=3   room=-  sem=50   msgs=0    about to wait
263        6914.049  SEM_WAIT           tid=3   room=-  sem=49   msgs=0    ADMITTED
264        6914.050  ACQUIRED_LOCK      tid=3   room=B  sem=-1   msgs=0    Diana
265        6914.051  RELEASED_LOCK      tid=3   room=B  sem=-1   msgs=0    Diana
266        6914.051  MSG_BROADCAST      tid=3   room=B  sem=49   msgs=6    Diana
267        6914.052  SEM_POST           tid=3   room=-  sem=50   msgs=6    Diana
268        6960.285  SEM_BLOCK          tid=4   room=-  sem=50   msgs=0    about to wait
